"eventID","samplingProtocol","sampleSizeValue","sampleSizeUnit","eventDate","startDayOfYear","endDayOfYear","year","continent","country","countryCode","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","verbatimLocality","type","language","institutionID","institutionCode"
"BUU-1990-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",91,"nest boxes","1990-05-05/1990-05-24",125,144,1990,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-1991-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",56,"nest boxes","1991-04-30/1991-05-27",120,147,1991,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-1992-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",39,"nest boxes","1992-04-30/1992-05-20",121,141,1992,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-1994-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",36,"nest boxes","1994-04-30/1994-05-19",120,139,1994,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-1995-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",45,"nest boxes","1995-05-03/1995-06-05",123,156,1995,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-1996-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",53,"nest boxes","1996-04-30/1996-05-31",121,152,1996,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-1997-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",40,"nest boxes","1997-05-01/1997-05-17",121,137,1997,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-1998-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",17,"nest boxes","1998-04-28/1998-05-16",118,136,1998,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2000-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",31,"nest boxes","2000-04-26/2000-05-14",117,135,2000,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2001-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",40,"nest boxes","2001-05-02/2001-05-26",122,146,2001,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2002-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",29,"nest boxes","2002-04-29/2002-05-22",119,142,2002,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2003-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",26,"nest boxes","2003-04-29/2003-05-20",119,140,2003,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2004-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",30,"nest boxes","2004-04-28/2004-05-18",119,139,2004,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
"BUU-2005-FICHYP","Visser, M. E., Lindner, M., Gienapp, P., Long, M. C., & Jenouvrier, S. (2021). 
            Recent natural variability in global warming weakened phenological mismatch and selection on seasonal timing in great tits (Parus major). 
            Proceedings of the Royal Society B, 288(1963), 20211337. https://doi.org/10.1098/rspb.2021.1337",30,"nest boxes","2005-05-01/2005-05-23",121,143,2005,"Europe","Netherlands","NL",52.01907,5.75744,"EPSG:4326",838,"Buunderkamp","Event","en","https://ror.org/01g25jp36","NIOO-KNAW"
